,ID,L,b1,t_p,t_w,h_w,d1_plate,d4_plate,d2_plate,s_plate,d1_walls,d4_walls,s_walls,fcc,fsy,s,beta,alpha_l,h_v,l_v,oo,uu,d3_plate,d3_walls,d2_walls,fsu_fac,esu,h_G,gamma_E,phi_k,q_Gl,b_Bs,Q_k,l_sec,b_sec1_b1,b_sec2_b1,h_S1_3,h_S7_9,mesh_size_factor,b2,b_sec1_b2,b_sec2_b2,ecu,fsu,eta_min_s,x_s,y_s,z_s,Location_s,GP_count_s,eta_min_c,x_c,y_c,z_c,Location_c,GP_count_c
436,436,12000.835159279382,11754.382614823517,534.5076349920515,949.1203750091684,4127.440163499308,13.02787352645215,23.864507249343745,29.53962188966631,117.122100540784,25.354930269720647,26.95590664268721,336.30300908829986,32.6147298941528,398.3119546869629,0.5081069572956288,21.75646243122008,90,0,0,30,30,12,12,12,1.08,0.045,1000,2e-05,30,6.5,2500,225000,0.33,0.33,0.33,0.33,0.33,3,11754.382614823517,0.33,0.33,-0.002,430.1769110619199,1.720832664731368,11472.86328125,5887.4306640625,-486.995849609375,eta_1_x,0.0,2.12157615340125,11472.86328125,5164.2841796875,-486.995849609375,eta_3_top,0.0
437,437,8940.942061772419,7203.577781673638,559.115179185524,1163.9315377010323,4722.529443673867,20.977998092619742,29.05799855550269,15.042206925859126,485.82293276434905,28.00040745216846,16.42560231327497,165.46594298662876,30.768654369380982,444.14308393181307,0.3811520202919919,-11.706078324523398,90,0,0,30,30,12,12,12,1.08,0.045,1000,2e-05,30,6.5,2500,225000,0.33,0.33,0.33,0.33,0.33,3,7203.577781673638,0.33,0.33,-0.002,479.67453064635816,1.974389217019828,251.1786193847656,2845.803955078125,-511.5309143066406,eta_1_x,0.0,4.833540973856197,251.1786193847656,7505.83740234375,-511.5309143066406,eta_3_bot,0.0
438,438,14466.942485136737,19240.387113817123,1184.4320334820616,316.63010135701546,4380.738759749151,23.027570570064327,22.515191252680868,23.631394515496314,117.16607604342484,26.885770761728164,26.88660590563753,207.756944336408,42.161271793535775,430.4156464974122,0.3795397990950371,-18.126388381682887,90,0,0,30,30,12,12,12,1.08,0.045,1000,2e-05,30,6.5,2500,225000,0.33,0.33,0.33,0.33,0.33,3,19240.387113817123,0.33,0.33,-0.002,464.8488982172052,2.08411028621871,1622.4124755859375,14038.9052734375,-1337.1822509765625,eta_4_x,0.0,2.518863274972381,191.68157958984372,14038.9052734375,-1337.1822509765625,eta_3_bot,0.0
439,439,9779.73714819765,10787.04842746252,1021.5237847932532,245.36785552456143,2261.7134322996967,28.95960191929988,11.137726878575938,23.92286172911997,182.78185994737603,20.724598711172355,29.894053728562167,408.90778365778766,30.620843000593588,410.6565633805749,0.6380605360744835,24.90327697601625,90,0,0,30,30,12,12,12,1.08,0.045,1000,2e-05,30,6.5,2500,225000,0.33,0.33,0.33,0.33,0.33,3,10787.04842746252,0.33,0.33,-0.002,443.5090884510209,3.4465782029306555,9475.0205078125,4580.02587890625,-932.6956176757812,eta_1_x,0.0,2.2548944160619007,10632.037109375,9435.0537109375,-1315.8441162109375,eta_3_bot,0.0
440,440,4344.639853045765,3961.4527999081897,211.92602316319437,571.4834360417636,4532.323682972388,19.31805943341713,10.863691541207617,24.66166096313093,340.6800366349465,10.615943595263408,25.99753329832512,451.8311915949248,40.16103705940611,388.79977077643184,0.3708292113003781,-0.839066117773877,90,0,0,30,30,12,12,12,1.08,0.045,1000,2e-05,30,6.5,2500,225000,0.33,0.33,0.33,0.33,0.33,3,3961.4527999081897,0.33,0.33,-0.002,419.9037524385464,1.7181440779093329,92.08692169189452,3641.591552734375,-169.5408172607422,eta_4_x,0.0,1.9339503842264092,92.08692169189452,2010.0224609375,-169.5408172607422,eta_3_top,0.0
441,441,10713.56658830012,7246.957552653133,541.4753308742821,486.59483668882814,3150.418450276351,28.842031676846972,29.776607930566257,24.39697154383483,107.42417953495452,24.74290545068464,10.793816659229767,311.2936803693892,27.1450960488536,372.8464353791675,0.3682115871774187,23.526251741885467,90,0,0,30,30,12,12,12,1.08,0.045,1000,2e-05,30,6.5,2500,225000,0.33,0.33,0.33,0.33,0.33,3,7246.957552653133,0.33,0.33,-0.002,402.6741502095009,1.7908219555007354,6986.609375,10036.5654296875,-1361.41162109375,eta_4_x,0.0,2.530289390281774,6986.609375,10036.5654296875,-761.1763305664062,eta_3_bot,0.0
442,442,17304.397704920906,18397.648901680564,927.9294902002372,1020.8360719143336,3939.0573268102753,11.43437042985306,23.63839224385122,14.11089165058685,107.65625091069124,15.249051208543126,17.925034153120144,197.71948581270772,36.82866152355929,301.3328285047123,0.5491432583085241,-31.166359772836483,90,0,0,30,30,12,12,12,1.08,0.045,1000,2e-05,30,6.5,2500,225000,0.33,0.33,0.33,0.33,0.33,3,18397.648901680564,0.33,0.33,-0.002,325.4394547850893,2.294921389592675,427.6668090820313,8726.771484375,-882.6646118164062,eta_1_x,0.0,2.67257289820881,427.6668090820313,15825.494140625,-1953.119140625,eta_3_bot,0.0
443,443,14024.272837587205,8005.940134848538,276.2991296965896,842.9487785893134,4620.511362549154,25.951363125915663,24.56245702497357,28.608378872770203,194.0880306639532,22.642132867356608,18.854045838282584,137.06032722574608,43.75047238532651,449.0163700912266,0.7108001350390579,46.08949569486407,90,0,0,30,30,12,12,12,1.08,0.045,1000,2e-05,30,6.5,2500,225000,0.33,0.33,0.33,0.33,0.33,3,8005.940134848538,0.33,0.33,-0.002,484.93767969852473,1.5156288042553054,7862.13232421875,571.7681884765625,-230.249267578125,eta_4_x,0.0,0.8742214349533082,7862.13232421875,153.20481872558594,-230.249267578125,eta_3_bot,4.0
444,444,14380.236243285588,12838.622257657822,1068.2158393944828,619.4264679200381,3972.7020902175295,15.902734036059794,25.81486876592304,10.515150107135888,245.8725673547044,27.74926266661732,29.62676960198271,435.37655161702565,27.438456605631167,357.63668895270087,0.8243864525974932,-46.653700237468485,90,0,0,30,30,12,12,12,1.08,0.045,1000,2e-05,30,6.5,2500,225000,0.33,0.33,0.33,0.33,0.33,3,12838.622257657822,0.33,0.33,-0.002,386.2476240689169,1.864397176302352,298.443115234375,6430.19921875,-1013.8997802734376,eta_1_x,0.0,1.4927683324946948,298.443115234375,13486.8330078125,-2102.162841796875,eta_3_bot,0.0
445,445,10730.553118921458,18307.24008369765,1088.3763845610297,277.90000160214646,3234.054826538213,22.222278930309603,24.010104473132134,12.503198533134452,245.3135760979382,16.946717679602333,24.42408913016631,494.34280975295576,36.428425914252514,349.4334692285304,0.7550806937424235,-37.66842577672539,90,0,0,30,30,12,12,12,1.08,0.045,1000,2e-05,30,6.5,2500,225000,0.33,0.33,0.33,0.33,0.33,3,18307.24008369765,0.33,0.33,-0.002,377.3881467668128,1.9837572609523464,9657.669921875,10360.01953125,-1509.22802734375,eta_4_x,0.0,2.4319016949337287,7392.14990234375,10360.01953125,-1201.1429443359375,eta_3_bot,0.0
446,446,11272.310805112153,10938.31898403594,721.6932218731245,412.0095799400064,4437.876162777739,28.998458827199325,21.71936003677251,22.86437773825886,188.79539498104108,22.74060741193788,23.661324777664397,237.09845919804263,43.96646552139559,414.557374730443,0.2625683655863427,-6.469000483558743,90,0,0,30,30,12,12,12,1.08,0.045,1000,2e-05,30,6.5,2500,225000,0.33,0.33,0.33,0.33,0.33,3,10938.31898403594,0.33,0.33,-0.002,447.7219647088784,1.728391082239995,254.2692413330078,10701.3828125,-876.4356079101562,eta_4_x,0.0,2.609630640881861,254.2692413330078,10701.3828125,-1299.2003173828125,eta_3_bot,0.0
447,447,14246.469399309695,9880.079630220078,1106.939025281244,540.2266157114124,4031.773380877636,16.158024943879834,11.0984642461984,11.802755865395024,410.7970049019602,24.564733905008065,16.4124256700285,171.6937780650972,34.47690490722628,422.92249838794464,0.7025572204476883,-21.025778811518023,90,0,0,30,30,12,12,12,1.08,0.045,1000,2e-05,30,6.5,2500,225000,0.33,0.33,0.33,0.33,0.33,3,9880.079630220078,0.33,0.33,-0.002,456.7562982589802,0.0,,,,,,0.0,,,,,
448,448,13398.104118452318,7323.056728622024,843.9707502762901,1011.5082452194364,2566.959964665799,17.0986464189535,16.756710712973074,24.171459998492093,417.4662838093098,17.209348868749785,15.40452094998789,184.87175481518847,35.076201265749944,309.9371716884661,0.4451713802821624,-29.89257792685216,90,0,0,30,30,12,12,12,1.08,0.045,1000,2e-05,30,6.5,2500,225000,0.33,0.33,0.33,0.33,0.33,3,7323.056728622024,0.33,0.33,-0.002,334.73214542354344,2.154844169694928,510.6895751953125,10774.7109375,-796.423095703125,eta_4_x,0.0,2.423998043290988,510.6895751953125,11923.58203125,-2742.8466796875,eta_3_top,0.0
449,449,8595.359573270402,4011.1056242050536,391.8931065099713,1008.5090991920532,4015.965562817873,27.250127865706336,26.11502398488711,19.12536172682098,351.7072787367589,29.30428138172234,11.64414358144937,353.4800617726583,50.08323735755131,401.5384463201064,0.5583705903461215,16.78580273021291,90,0,0,30,30,12,12,12,1.08,0.045,1000,2e-05,30,6.5,2500,225000,0.33,0.33,0.33,0.33,0.33,3,4011.1056242050536,0.33,0.33,-0.0020227608049238,433.6615220257149,1.7631477213595623,3867.006103515625,658.1920166015625,-344.3908996582031,eta_4_x,0.0,3.240941129685983,3867.006103515625,176.3620147705078,-344.3908996582031,eta_3_bot,0.0
450,450,8697.06489331567,7210.083943417207,290.2896663861732,971.451339175978,3752.094549307042,16.962343410222832,17.66560380880912,18.69271066458885,330.08856947233073,24.187108335726474,18.936581667666776,446.9426400957868,29.26352761134769,443.359210970408,0.751366681790391,-16.209955428168282,90,0,0,30,30,12,12,12,1.08,0.045,1000,2e-05,30,6.5,2500,225000,0.33,0.33,0.33,0.33,0.33,3,7210.083943417207,0.33,0.33,-0.002,478.8279478480407,1.5035590494135995,7037.4013671875,179.58746337890625,-243.84332275390625,eta_4_x,0.0,0.4161178741572459,4591.05126953125,3724.034912109375,-243.84332275390625,eta_3_top,164.0
451,451,15619.726485014022,19811.788247301414,710.1661026040214,581.7003811006585,3986.5337504683207,22.196993329359305,11.8560910599111,19.455002133045397,118.35930409942452,16.458557317229822,17.318401626638806,273.97878983836813,47.26637764453999,298.78237009064384,0.2012133797050065,39.47610441272871,90,0,0,30,30,12,12,12,1.08,0.045,1000,2e-05,30,6.5,2500,225000,0.33,0.33,0.33,0.33,0.33,3,19811.788247301414,0.33,0.33,-0.002,322.6849596978953,2.2321511102541467,12730.375,14794.6611328125,-988.1757202148438,eta_4_x,0.0,1.4797171000528069,10152.240234375,8011.0048828125,-667.55615234375,eta_3_top,0.0
452,452,14841.723417926723,12940.82420652894,622.2118178638872,686.0414348609089,2291.782410082573,17.16093242578622,27.63245305175687,25.14819864939934,314.2722403776937,19.201070667740613,29.117941299272232,306.5178533623666,43.14195707302317,302.93830389779544,0.8193532940232009,42.78669968800882,90,0,0,30,30,12,12,12,1.08,0.045,1000,2e-05,30,6.5,2500,225000,0.33,0.33,0.33,0.33,0.33,3,12940.82420652894,0.33,0.33,-0.002,327.17336820961907,2.2013235208360062,7418.27197265625,7540.96533203125,-574.349365234375,eta_1_x,0.0,2.4812214207296077,12630.8896484375,12927.6162109375,-574.349365234375,eta_3_bot,0.0
453,453,5390.55231164131,14503.940760345267,684.0396635732955,210.3453911774725,3443.755618533377,17.52939559523658,21.540072395361307,26.512602422144383,248.0625541483157,21.226813646819764,25.02144245600152,478.8430377456712,35.95674637260853,443.5943109301783,0.6415387194413372,12.514060494862427,90,0,0,30,30,12,12,12,1.08,0.045,1000,2e-05,30,6.5,2500,225000,0.33,0.33,0.33,0.33,0.33,3,14503.940760345267,0.33,0.33,-0.002,479.0818558045926,2.8007469304269685,8847.8798828125,58.42927551269531,-4007.71630859375,eta_4_x,0.0,4.387893557269152,9100.74609375,58.42927551269531,-3679.65478515625,eta_3_bot,0.0
454,454,10609.44159315871,15824.697927158588,549.0915304702312,431.1211832951656,3753.5131899737175,13.058776757531309,13.252877559423968,11.3900633524271,242.2723785626642,13.77244401931138,28.486205633123262,246.87495618555985,44.11106015281341,367.965327727533,0.2020503453663551,-5.287942999890854,90,0,0,30,30,12,12,12,1.08,0.045,1000,2e-05,30,6.5,2500,225000,0.33,0.33,0.33,0.33,0.33,3,15824.697927158588,0.33,0.33,-0.002,397.4025539457357,0.0,,,,,,0.0,,,,,
455,455,9225.496501626169,12568.436558806352,260.65478816070294,487.07033240650657,4538.419407690395,13.992869461467563,12.402297652364227,16.00318905954923,349.1297720270494,22.040848396196463,15.557475120796632,292.02899020057424,35.57214955746913,344.1058289420247,0.8555310982546283,50.38283160623048,90,0,0,30,30,12,12,12,1.08,0.045,1000,2e-05,30,6.5,2500,225000,0.33,0.33,0.33,0.33,0.33,3,12568.436558806352,0.33,0.33,-0.002,371.63429525738667,0.0,,,,,,0.0,,,,,
456,456,10870.927867281773,6726.582593864917,1183.257125521884,237.11266767839572,2579.2834852883498,29.51782138712337,25.5266860798757,13.424231890266327,159.07187691835605,11.680201430632737,13.434458295720493,424.2831790068741,35.62932534529673,319.78319692831155,0.3715432477115697,-23.12446890403392,90,0,0,30,30,12,12,12,1.08,0.045,1000,2e-05,30,6.5,2500,225000,0.33,0.33,0.33,0.33,0.33,3,6726.582593864917,0.33,0.33,-0.002,345.3658526825765,2.1139635535327925,1782.102294921875,10560.4228515625,-1518.9029541015625,eta_4_x,0.0,2.71849395933542,117.27325439453124,10560.4228515625,-1273.193115234375,eta_3_bot,0.0
457,457,10868.37262478388,18930.362954426288,495.4130336119594,758.9255083891684,4269.470426273069,28.82179869240704,18.088482291502835,29.62890742609932,213.5335795095529,19.78604750082009,14.193612835908027,436.95990497498985,28.975671467450496,388.77655045610686,0.8430455910878056,39.40107466468066,90,0,0,30,30,12,12,12,1.08,0.045,1000,2e-05,30,6.5,2500,225000,0.33,0.33,0.33,0.33,0.33,3,18930.362954426288,0.33,0.33,-0.002,419.87867449259545,2.827886559041866,18658.33203125,235.00149536132807,-448.2308349609375,eta_4_x,0.0,4.177662958881501,18658.33203125,4723.9775390625,-448.2308349609375,eta_3_top,0.0
458,458,9124.128331894037,15065.002357393209,526.197036083095,953.9333066805716,3631.306885075952,10.737592339674876,25.497020100190632,25.39613995788609,278.5986277228963,29.875453601147456,17.194594252954353,481.7563526281573,35.65605082443376,443.4676348614928,0.148641467184136,4.5741510589303385,90,0,0,30,30,12,12,12,1.08,0.045,1000,2e-05,30,6.5,2500,225000,0.33,0.33,0.33,0.33,0.33,3,15065.002357393209,0.33,0.33,-0.002,478.9450456504122,1.5873694882078762,262.6478576660156,3791.581787109375,-484.1012878417969,eta_1_x,0.0,5.261722274352362,1505.5106201171875,284.8832397460937,-484.1012878417969,eta_3_bot,0.0
459,459,14742.230439425814,6120.3163612992175,440.52808399749904,899.4089950518719,4665.154978631314,28.85782811204952,28.059032556416767,16.52615076491149,493.8908344719268,28.03959910305635,22.636977851836733,426.2294312725117,40.707339874005335,416.98858702327226,0.5314155324196868,-43.70382578378857,90,0,0,30,30,12,12,12,1.08,0.045,1000,2e-05,30,6.5,2500,225000,0.33,0.33,0.33,0.33,0.33,3,6120.3163612992175,0.33,0.33,-0.002,450.34767398513407,1.5892370618551943,213.40684509277344,5993.42431640625,-392.9034118652344,eta_1_x,0.0,0.2379112098633254,796.4451904296875,6672.7578125,-392.9034118652344,eta_3_top,114.0
460,460,5604.094782489156,17040.6291400656,318.0275020126157,1075.3483320085857,2525.163664451677,14.280774402881956,16.074187485702403,29.649046594364595,480.43750048789207,13.265100365142782,12.363707380036283,425.6336313244967,43.15205268936923,323.9446878310868,0.2629695939694558,-4.270448043084087,90,0,0,30,30,12,12,12,1.08,0.045,1000,2e-05,30,6.5,2500,225000,0.33,0.33,0.33,0.33,0.33,3,17040.6291400656,0.33,0.33,-0.002,349.8602628575738,2.1475581486056687,3946.9990234375,1657.1822509765625,-270.9123229980469,eta_1_x,0.0,5.6784138013609295,3946.9990234375,1657.1822509765625,-270.9123229980469,eta_3_top,0.0
461,461,10870.618195847184,6341.810961552179,1184.472940052088,214.77558300674448,2503.5048165093144,29.52392549451347,25.53562035983672,13.626821024052642,148.84369621625547,11.311794515331195,13.271108785993077,425.2576182198671,36.04687521196384,321.7315571310535,0.3570814081857433,-23.32251203284504,90,0,0,30,30,12,12,12,1.08,0.045,1000,2e-05,30,6.5,2500,225000,0.33,0.33,0.33,0.33,0.33,3,6341.810961552179,0.33,0.33,-0.002,347.47008170153777,2.1042176824151926,6227.8955078125,10593.6708984375,-1510.25732421875,eta_4_x,0.0,2.814256230316028,110.56495666503906,10593.6708984375,-1271.7666015625,eta_3_bot,0.0
462,462,14395.394255325402,18833.50330129528,521.1627305867621,609.0995780172353,2427.3680135245736,14.770095635451698,18.72580185533508,11.539778988458052,108.4201011447814,22.69003552102157,19.605762663614605,286.621743610166,37.330488623139736,376.5832060068313,0.8363641185872799,25.389421333193923,90,0,0,30,30,12,12,12,1.08,0.045,1000,2e-05,30,6.5,2500,225000,0.33,0.33,0.33,0.33,0.33,3,18833.50330129528,0.33,0.33,-0.002,406.70986248737785,1.7982910527532123,18562.86328125,263.020263671875,-690.4407958984375,eta_4_x,0.0,2.571544710679184,18562.86328125,263.020263671875,-1152.916259765625,eta_3_bot,0.0
463,463,14845.848438268296,13021.66687892786,448.418087575277,449.257431734144,3332.4401355150985,17.230390461350012,26.076238103018294,23.57556890216812,313.44870127441413,29.57236773314286,13.54293537708391,157.00967418770955,46.6264265695858,441.8144713832329,0.8258361756574102,49.1951141432541,90,0,0,30,30,12,12,12,1.08,0.045,1000,2e-05,30,6.5,2500,225000,0.33,0.33,0.33,0.33,0.33,3,13021.66687892786,0.33,0.33,-0.002,477.1596290938916,1.5074039773476915,12787.763671875,6233.185546875,-401.2161865234375,eta_1_x,0.0,0.9404616039667418,12787.763671875,6939.6953125,-401.2161865234375,eta_3_top,10.0
464,464,10002.923291919242,9319.929688859838,436.10764916287286,396.3811740631487,4190.87694520192,14.07117883318162,18.27655409090439,16.33162721881744,451.18319104066586,26.251015459746103,18.177112704188044,312.45359293143736,48.68785250658912,412.474159105034,0.2406021188842025,-33.453564288784385,90,0,0,30,30,12,12,12,1.08,0.045,1000,2e-05,30,6.5,2500,225000,0.33,0.33,0.33,0.33,0.33,3,9319.929688859838,0.33,0.33,-0.002,445.4720918334367,1.4865966010293847,216.6485595703125,5117.56396484375,-397.6275634765625,eta_1_x,0.0,0.0428063845805105,1241.8408203125,5117.56396484375,-397.6275634765625,eta_3_top,298.0
465,465,6722.425766913419,6341.055207695573,435.22595867741273,858.5552226661114,3809.869960811919,10.805942923703322,20.541103297134697,21.373570258694784,340.78663530624306,18.44834614254633,9.882160471050843,103.39425043299174,40.017976759916,386.8269546941103,0.5421242091132366,-7.986324953421394,90,0,0,30,30,12,12,12,1.08,0.045,1000,2e-05,30,6.5,2500,225000,0.33,0.33,0.33,0.33,0.33,3,6341.055207695573,0.33,0.33,-0.002,417.7731110696392,1.76459870774881,2917.71826171875,2145.73779296875,-392.764892578125,eta_1_x,0.0,5.046296505369001,2917.71826171875,2721.274169921875,-392.764892578125,eta_3_top,0.0
466,466,8090.968030532671,17141.20879528511,945.774911242049,281.5513328340893,2370.227742134206,18.540767454442005,29.121989190363667,19.17491134738157,406.4799692231977,10.927506972357255,19.08465305558109,210.4114250522518,48.27383087421581,353.83115321022353,0.3994283897959527,-46.84757611403634,90,0,0,30,30,12,12,12,1.08,0.045,1000,2e-05,30,6.5,2500,225000,0.33,0.33,0.33,0.33,0.33,3,17141.20879528511,0.33,0.33,-0.002,382.1376454670415,1.8794094662875924,637.3173217773438,3381.185546875,-906.3676147460938,eta_1_x,0.0,1.542591489391505,3403.110595703125,3381.185546875,-906.3676147460938,eta_3_top,0.0
467,467,13076.542386399957,6075.03088861773,666.2563256499293,831.2720360919824,4612.969938040543,28.82477454758545,19.50429598007112,20.253278522901518,455.1299048902448,26.02659466188328,15.359817861070816,114.73060639521776,25.75990709125864,332.0856640407986,0.8614522357891452,23.94668313224803,90,0,0,30,30,12,12,12,1.08,0.045,1000,2e-05,30,6.5,2500,225000,0.33,0.33,0.33,0.33,0.33,3,6075.03088861773,0.33,0.33,-0.002,358.6525171640625,2.052367873537806,5856.7841796875,11182.94140625,-618.6665649414062,eta_4_x,0.0,3.55886389841707,5856.7841796875,6523.2578125,-618.6665649414062,eta_3_top,0.0
468,468,8503.658300003894,5200.547720958415,1137.5609275658433,262.2366627508986,3822.9996358807616,16.515634315128057,14.396381925921869,13.326402459722951,223.10844480881005,17.73072421050006,28.2746664543281,285.3756492560344,47.12223399938957,305.98304391773473,0.2394213337905305,-31.27372343368558,90,0,0,30,30,12,12,12,1.08,0.045,1000,2e-05,30,6.5,2500,225000,0.33,0.33,0.33,0.33,0.33,3,5200.547720958415,0.33,0.33,-0.002,330.4616874311535,2.2647555897119465,120.8905029296875,3972.673583984375,-1085.8536376953125,eta_1_x,0.0,4.102024228033693,120.8905029296875,83.4389419555664,-4463.06884765625,eta_3_bot,0.0
469,469,9173.733139509162,16393.13431803914,336.2917719830809,729.2003154158757,4033.397737805912,15.599198756098582,24.78041917993031,19.761794485050537,291.6003431424765,28.38016057872328,29.644973798672595,252.38576211033188,36.69019132423961,443.9523266334875,0.6260144032592283,3.985388431709343,90,0,0,30,30,12,12,12,1.08,0.045,1000,2e-05,30,6.5,2500,225000,0.33,0.33,0.33,0.33,0.33,3,16393.13431803914,0.33,0.33,-0.002,479.4685127641665,1.5942349318257822,11015.7783203125,4498.5419921875,-289.9067077636719,eta_1_x,0.0,2.9621574919404305,10628.93359375,196.2994537353516,-289.9067077636719,eta_3_bot,0.0
470,470,2906.928053710448,17868.494799847824,1114.6182220482524,301.1679055323105,4794.06912854296,12.300554789089936,17.68552418257754,16.26911985667508,336.8440862118263,10.9726528999148,26.25699339099473,230.1027643029617,39.81595975959751,369.69091477991225,0.5091141061085073,49.65863249543072,90,0,0,30,30,12,12,12,1.08,0.045,1000,2e-05,30,6.5,2500,225000,0.33,0.33,0.33,0.33,0.33,3,17868.494799847824,0.33,0.33,-0.002,399.26618796230525,1.9045730820311908,9088.0771484375,107.55996704101562,-2868.88916015625,eta_1_x,0.0,4.136483862985273,9088.0771484375,107.55996704101562,-5741.5244140625,eta_3_bot,0.0
471,471,10979.124550625576,18029.1158328187,382.7150807926245,1101.0554953214996,3159.5635416697687,14.179270084496052,16.621520767354557,22.100441281791248,261.50414951365053,29.22467911317636,11.108354940765675,312.0956893553161,43.05608405826925,400.4964047841204,0.2926657827736944,24.226001106774596,90,0,0,30,30,12,12,12,1.08,0.045,1000,2e-05,30,6.5,2500,225000,0.33,0.33,0.33,0.33,0.33,3,18029.1158328187,0.33,0.33,-0.002,432.53611716685,1.6656667330778832,6731.65966796875,4615.8583984375,-334.8757019042969,eta_1_x,0.0,0.9618304469242466,7150.759765625,5262.21044921875,-334.8757019042969,eta_3_top,8.0
472,472,8659.991993173739,9429.375774757937,279.5344878024325,1147.8633051829524,3592.209832139714,15.153645630983798,28.287871382911128,27.117075072896487,422.98591509579626,20.894282815314995,15.559894430378822,293.10961515347856,27.8752658552856,379.73312932377,0.661597798249493,-29.24751626997233,90,0,0,30,30,12,12,12,1.08,0.045,1000,2e-05,30,6.5,2500,225000,0.33,0.33,0.33,0.33,0.33,3,9429.375774757937,0.33,0.33,-0.002,410.1117796696717,1.754456832093891,3725.223388671875,3252.470458984375,-232.9454040527344,eta_1_x,0.0,0.6894066596869396,4503.146484375,3252.470458984375,-232.9454040527344,eta_3_top,102.0
473,473,16254.807697211152,5416.12375650081,721.1111584086592,701.146281401971,3096.7188335954397,24.270290152929483,19.36311582589207,22.243964208075425,342.17626928745915,30.09999320831377,25.83480510741399,103.5166723887192,45.09845329984645,344.60364241095084,0.9075405623776476,-18.90862069217679,90,0,0,30,30,12,12,12,1.08,0.045,1000,2e-05,30,6.5,2500,225000,0.33,0.33,0.33,0.33,0.33,3,5416.12375650081,0.33,0.33,-0.002,372.17193380382696,1.364612647278989,377.7053833007813,8285.6923828125,-672.2222900390625,eta_1_x,0.0,0.0094283472815104,5026.97314453125,8285.6923828125,-672.2222900390625,eta_3_top,108.0
474,474,16553.65658554414,6017.1313312036855,450.09338466850255,1165.338107479734,3048.667212405985,29.5996313874242,16.693191135214516,18.652441256938825,373.9592123753613,30.102529642094467,28.307366474854025,331.28180133000035,48.09556170411173,362.3292976059645,0.8015658253750364,22.135378048796465,90,0,0,30,30,12,12,12,1.08,0.045,1000,2e-05,30,6.5,2500,225000,0.33,0.33,0.33,0.33,0.33,3,6017.1313312036855,0.33,0.33,-0.002,391.31564141444176,1.7624148942201912,1775.84423828125,14387.06640625,-402.7151184082031,eta_4_x,0.0,0.0603168070109251,4778.05224609375,7417.74462890625,-402.7151184082031,eta_3_top,168.0
475,475,8840.006910596361,6121.5936076430335,708.8750098075794,358.602917303105,2978.5740688388087,24.652562548126088,10.26567350767859,27.911745481503825,294.474117879695,24.940567494428944,11.841600330278554,271.7688782721512,42.078794602059965,373.6008450621901,0.7592089824236976,2.912969303275032,90,0,0,30,30,12,12,12,1.08,0.045,1000,2e-05,30,6.5,2500,225000,0.33,0.33,0.33,0.33,0.33,3,6121.5936076430335,0.33,0.33,-0.002,403.48891266716527,1.898393262812728,213.4514312744141,7745.6064453125,-648.1143188476562,eta_4_x,0.0,4.042225623082178,5901.67431640625,8336.8056640625,-916.5923461914062,eta_3_bot,0.0
476,476,4516.130987262017,15578.199065368884,817.2183778276519,204.8454509539619,3083.1068865949824,24.606238592952774,16.880247870535932,23.38083673419042,306.0699052238258,18.17854184952469,23.534204798302817,451.3838047685755,32.73925316941047,315.1459192092752,0.1244189456409015,-46.232154611245385,90,0,0,30,30,12,12,12,1.08,0.045,1000,2e-05,30,6.5,2500,225000,0.33,0.33,0.33,0.33,0.33,3,15578.199065368884,0.33,0.33,-0.002,340.3575927460172,3.27464691965033,2735.294189453125,56.90151596069336,-3792.821533203125,eta_4_x,0.0,4.755407880778415,120.70897674560548,56.90151596069336,-3792.821533203125,eta_3_bot,0.0
477,477,6273.159853158157,14188.484322555238,329.300986491008,459.2895308638333,3709.939051811582,13.166463959508167,13.854820833682483,10.268921144088637,467.1770722799829,20.751862687773315,26.23754624648373,490.8269441860572,31.107765769610047,327.7433577037572,0.0930773480817704,-38.113716842529286,90,0,0,30,30,12,12,12,1.08,0.045,1000,2e-05,30,6.5,2500,225000,0.33,0.33,0.33,0.33,0.33,3,14188.484322555238,0.33,0.33,-0.002,353.9628263200578,2.038604369756264,197.8930511474609,3097.14501953125,-289.3857116699219,eta_1_x,0.0,1.9748869241028395,197.8930511474609,2716.72607421875,-289.3857116699219,eta_3_top,0.0
478,478,9474.942955344895,7101.2365773941565,682.2189972848395,585.0017163279867,4690.57437650165,16.457385443617312,25.314090910153205,18.15309534162296,350.3218501557933,29.07836168762353,12.79562477277881,396.2193789464209,32.058261760189446,419.5717349219071,0.2896036815618898,8.598233660042494,90,0,0,30,30,12,12,12,1.08,0.045,1000,2e-05,30,6.5,2500,225000,0.33,0.33,0.33,0.33,0.33,3,7101.2365773941565,0.33,0.33,-0.002,453.13747371565967,1.6356539188096428,247.6101837158203,8645.1953125,-1903.0013427734373,eta_4_x,0.0,3.9103937564329656,924.0938110351562,3253.05419921875,-640.4505004882812,eta_3_top,0.0
