,ID,L,b1,t_p,t_w,h_w,d1_plate,d4_plate,d2_plate,s_plate,d1_walls,d4_walls,s_walls,fcc,fsy,s,beta,ecu,fsu,b2,alpha_l,l_sec,b_sec1_b1,b_sec2_b1,b_sec1_b2,b_sec2_b2,h_S1_3,h_S7_9,h_v,l_v,left_p,right_p,h_b,b_b,esu,h_G,gamma_E,phi_k,q_Gl,b_Bs,Q_k,withMPCs,offsetmodeling,mesh_size_factor,oo,uu,d3_plate,d2_walls,d3_walls,eta_min_s,x_s,y_s,z_s,Location_s,GP_count_s,eta_min_c,x_c,y_c,z_c,Location_c,GP_count_c
1649,1281,13155.450701476637,18498.109675126438,328.9670534190718,676.556650409643,2270.699982478608,23.58391803483223,15.519531123003857,27.91378022189973,258.7576460608811,15.796498437313009,26.52461585054339,260.2243597786872,34.55539046132091,445.51574907938834,0.7506081783851986,-1.580694618097645,-0.002,481.1570090057394,18498.109675126438,90,0.33,0.33,0.33,0.33,0.33,0.33,0.33,0,0,False,False,0,0,0.045,1000,2e-05,30,6.5,2500,225000,True,True,3,30,30,12,12,12,0.0,,,,,,0.0,,,,,
1650,1282,14675.972524773806,5629.41864059593,323.2562072500109,447.0800173831425,4596.103590878392,15.712363030048593,21.98162244292022,18.847915757567947,251.8076030138168,25.914096917735822,28.28325966343341,361.9379287656295,47.07615781881297,326.6128906839512,0.3660842049114713,27.777010842335955,-0.002,352.7419219386673,5629.41864059593,90,0.33,0.33,0.33,0.33,0.33,0.33,0.33,0,0,False,False,0,0,0.045,1000,2e-05,30,6.5,2500,225000,True,True,3,30,30,12,12,12,0.0,,,,,,0.0,,,,,
1651,1283,3185.6892524740133,13011.285286311297,703.1911102260793,857.985125549563,4823.818055874801,19.421413381796256,25.020802915095764,15.945510605501758,449.8122223334464,20.222521589607368,24.310801299734276,474.0503121755904,31.37444424960809,415.3388576518561,0.828213516033658,-33.45927797639717,-0.002,448.5659662640046,13011.285286311297,90,0.33,0.33,0.33,0.33,0.33,0.33,0.33,0,0,False,False,0,0,0.045,1000,2e-05,30,6.5,2500,225000,True,True,3,30,30,12,12,12,9.768570039447194,12699.6630859375,385.3662109375,-2641.64453125,eta_1_x,0.0,27.07159737074169,12699.6630859375,385.3662109375,-5190.609375,eta_3_bot,0.0
1652,1284,8968.2152179162,6793.575179082238,1020.1034242252412,596.6933623636847,2221.741917500301,25.765404891444746,10.76044093971983,11.162466008316455,192.8050958324265,19.24704033234908,11.46629527755174,365.1205174779598,40.89670249654766,445.0390783511591,0.5171318616494777,-2.048255265698309,-0.002,480.6422046192518,6793.575179082238,90,0.33,0.33,0.33,0.33,0.33,0.33,0.33,0,0,False,False,0,0,0.045,1000,2e-05,30,6.5,2500,225000,True,True,3,30,30,12,12,12,4.377917762439154,5394.6064453125,8106.9501953125,-3086.906982421875,eta_2_x,0.0,8.206134207976335,3599.702392578125,8106.9501953125,-1175.0411376953125,eta_3_bot,0.0
1653,1284,8968.2152179162,6793.575179082238,1020.1034242252412,596.6933623636847,2221.741917500301,25.765404891444746,10.76044093971983,11.162466008316455,192.8050958324265,19.24704033234908,11.46629527755174,365.1205174779598,40.89670249654766,445.0390783511591,0.5171318616494777,-2.048255265698309,-0.002,480.6422046192518,6793.575179082238,90,0.33,0.33,0.33,0.33,0.33,0.33,0.33,0,0,False,False,0,0,0.045,1000,2e-05,30,6.5,2500,225000,True,True,3,30,30,12,12,12,4.377917762439154,5394.6064453125,8106.9501953125,-3086.906982421875,eta_2_x,0.0,8.206134207976335,3599.702392578125,8106.9501953125,-1175.0411376953125,eta_3_bot,0.0
1654,1285,10218.5323599866,15476.014541420009,427.1903995004985,740.438410447265,3198.2064458160858,10.671116392703755,15.407355134709828,20.41598635425164,228.2658326717189,14.529800217679522,29.62146370921165,333.3189357864928,35.47084405640604,305.19387721828923,0.4025715391184474,-29.04378298255952,-0.002,329.6093873957524,15476.014541420009,90,0.33,0.33,0.33,0.33,0.33,0.33,0.33,0,0,False,False,0,0,0.045,1000,2e-05,30,6.5,2500,225000,True,True,3,30,30,12,12,12,0.0,,,,,,0.0,,,,,
1655,1286,16314.868883985362,3422.170214332534,847.5340788258704,1056.1637783877504,2000.9931361567064,18.074241717279342,25.65049960871388,16.461485445836843,412.09649038489016,24.961833441143348,19.29209385557029,456.375660040049,43.90456601440378,357.9976795525415,0.6961051865846295,-43.019412958220265,-0.002,386.63749391674486,3422.170214332534,90,0.33,0.33,0.33,0.33,0.33,0.33,0.33,0,0,False,False,0,0,0.045,1000,2e-05,30,6.5,2500,225000,True,True,3,30,30,12,12,12,1.9619404691052271,3176.285400390625,8128.564453125,-799.7857055664062,eta_1_x,0.0,5.393913444769147,238.65255737304688,7130.14111328125,-799.7857055664062,eta_3_top,0.0
1656,1286,16314.868883985362,3422.170214332534,847.5340788258704,1056.1637783877504,2000.9931361567064,18.074241717279342,25.65049960871388,16.461485445836843,412.09649038489016,24.961833441143348,19.29209385557029,456.375660040049,43.90456601440378,357.9976795525415,0.6961051865846295,-43.019412958220265,-0.002,386.63749391674486,3422.170214332534,90,0.33,0.33,0.33,0.33,0.33,0.33,0.33,0,0,False,False,0,0,0.045,1000,2e-05,30,6.5,2500,225000,True,True,3,30,30,12,12,12,1.9619404691052271,3176.285400390625,8128.564453125,-799.7857055664062,eta_1_x,0.0,5.393913444769147,238.65255737304688,7130.14111328125,-799.7857055664062,eta_3_top,0.0
1657,1287,12561.128660212522,9400.24514561732,244.21466510379037,610.7210678366537,2114.3812221533594,16.855355295235086,13.79368536880311,20.00425484703342,194.23212377150463,12.832206287358389,19.25569609702645,269.9465243776997,44.1564071285613,393.7755335372897,0.5219969971332404,-27.03223374434792,-0.002,425.27757622027286,9400.24514561732,90,0.33,0.33,0.33,0.33,0.33,0.33,0.33,0,0,False,False,0,0,0.045,1000,2e-05,30,6.5,2500,225000,True,True,3,30,30,12,12,12,0.0,,,,,,0.0,,,,,
1658,1288,9288.968289824716,3165.455547953724,784.6060544443129,822.5296088938064,2391.99170267897,27.78793437477467,27.19773645920041,28.856842070476056,279.13914737069706,21.31362941991877,24.12979751230767,447.8691172521081,42.657173533065006,383.6892548758405,0.7020784749501326,-33.95640197495112,-0.002,414.38439526590776,3165.455547953724,90,0.33,0.33,0.33,0.33,0.33,0.33,0.33,0,0,False,False,0,0,0.045,1000,2e-05,30,6.5,2500,225000,True,True,3,30,30,12,12,12,5.698676274699947,220.7499542236328,8105.0244140625,-1407.1522216796875,eta_4_x,0.0,15.497312414959486,220.7499542236328,3929.060302734375,-737.05419921875,eta_3_top,0.0
1659,1289,8460.279428465146,3352.0110830161466,1054.3964965463415,1099.496690119632,4400.053021834327,20.633941015438864,28.45047014219943,10.105924154711792,304.98644852104815,15.608101528677285,10.63742073128717,288.28189358618374,48.19515340289632,368.4526481983494,0.3764846508376986,-16.795994819414545,-0.002,397.92886005421735,3352.0110830161466,90,0.33,0.33,0.33,0.33,0.33,0.33,0.33,0,0,False,False,0,0,0.045,1000,2e-05,30,6.5,2500,225000,True,True,3,30,30,12,12,12,9.01396741318984,233.7599639892578,2957.93359375,-1004.1871337890624,eta_1_x,0.0,38.15819598758406,233.7599639892578,2957.93359375,-1004.1871337890624,eta_3_top,0.0
1660,1290,11823.65132528369,16074.675497499147,498.5761880494776,848.2746561928876,4259.832269983767,23.43261755975068,26.220296159966612,15.071982575298833,284.46039238392234,29.226371699376813,10.086269809575846,372.499141639807,36.52588201857428,384.9744743443211,0.5948725738111963,-30.7222570754033,-0.002,415.7724322918668,16074.675497499147,90,0.33,0.33,0.33,0.33,0.33,0.33,0.33,0,0,False,False,0,0,0.045,1000,2e-05,30,6.5,2500,225000,True,True,3,30,30,12,12,12,1.8389530241915528,6911.0546875,5128.61181640625,-451.0927429199219,eta_1_x,0.0,2.9002204613124443,6911.0546875,5128.61181640625,-451.0927429199219,eta_3_top,0.0
1661,1291,4201.532056587326,10370.142164353412,256.14034702183284,796.0805298108418,4500.379044771909,11.0942286614778,11.343194172977697,12.205142003382306,352.6006861383366,14.237735790722578,14.81404390004528,176.0156750132781,43.92947010362767,446.9778614340047,0.673751378386516,45.40579641918964,-0.002,482.7360903487251,10370.142164353412,90,0.33,0.33,0.33,0.33,0.33,0.33,0.33,0,0,False,False,0,0,0.045,1000,2e-05,30,6.5,2500,225000,True,True,3,30,30,12,12,12,1.5758925503031729,9108.822265625,3286.70849609375,-213.4502868652344,eta_4_x,0.0,5.318051768594576,8810.783203125,1580.38427734375,-213.4502868652344,eta_3_top,0.0
1662,1292,3217.6614041259904,9323.463703091362,1155.8198337248466,292.05271707871185,4191.520653176551,23.430991708255384,11.375819690223796,29.888126033893077,405.6981791645838,18.234405726309152,17.969819809990845,290.4557883874131,45.75406269019431,363.15277162139495,0.7802138945421485,14.644963564425764,-0.002,392.20499335110657,9323.463703091362,90,0.33,0.33,0.33,0.33,0.33,0.33,0.33,0,0,False,False,0,0,0.045,1000,2e-05,30,6.5,2500,225000,True,True,3,30,30,12,12,12,2.288894858607411,2470.105224609375,2823.596923828125,-1111.365234375,eta_4_x,0.0,4.406399352218455,9155.990234375,134.34425354003906,-5201.1875,eta_3_bot,0.0
1663,1293,12043.23687050526,7212.395254663449,1114.998546962714,921.8353432730092,2882.679161455595,22.50050736983553,18.871131523471465,13.011024504790178,316.6793453175453,16.77847680243319,28.42984909602132,179.83720403473447,38.3482894740666,357.3070094303071,0.6146878048656707,-45.319570733096846,-0.002,385.8915701847317,7212.395254663449,90,0.33,0.33,0.33,0.33,0.33,0.33,0.33,0,0,False,False,0,0,0.045,1000,2e-05,30,6.5,2500,225000,True,True,3,30,30,12,12,12,3.581681700555539,502.9721984863281,9674.158203125,-1071.5570068359375,eta_4_x,0.0,14.430606039880391,502.9721984863281,5161.162109375,-1071.5570068359375,eta_3_top,0.0
1664,1294,8058.29166067489,3815.5850632470474,680.1758535978645,998.4381692112256,2427.6448502937915,26.33507915554669,11.524411554461905,22.396777922562965,423.84729227236994,15.648324805980302,15.508739386610774,389.1568233706832,25.495254988209293,320.4108321584085,0.4584242224676963,46.36614472213407,-0.002,346.0436987310812,3815.5850632470474,90,0.33,0.33,0.33,0.33,0.33,0.33,0.33,0,0,False,False,0,0,0.045,1000,2e-05,30,6.5,2500,225000,True,True,3,30,30,12,12,12,2.5991837669995754,3541.433349609375,6813.68603515625,-634.830810546875,eta_4_x,0.0,14.725143574671533,3541.433349609375,2583.37890625,-634.830810546875,eta_3_top,0.0
1665,1295,7281.931382606722,18379.2999899657,203.1506522206347,1033.5904137818773,3024.034555359568,13.152050363912323,11.06628290482423,12.340565852860651,392.0503846148047,22.727674506152745,17.614265497688606,454.2710968051399,26.40358447963217,385.3248123081064,0.5495579269443839,-15.856757427607585,-0.002,416.1507972927549,18379.2999899657,90,0.33,0.33,0.33,0.33,0.33,0.33,0.33,0,0,False,False,0,0,0.045,1000,2e-05,30,6.5,2500,225000,True,True,3,30,30,12,12,12,1.6826204334782198,9576.09765625,406.5525817871094,-160.38209533691406,eta_4_x,0.0,0.0383248862915611,9225.9248046875,2705.29833984375,-160.38209533691406,eta_3_top,1106.0
1666,1296,4588.019117391368,11365.409423834511,512.9928573735509,1133.0308431015137,4744.880285703424,18.416615396867726,11.05270344480222,20.59200652668164,233.43941045666276,14.403992366587817,14.932246923890307,438.72057984278666,34.84056962799866,391.2672803086547,0.8720580879239558,13.243216454712169,-0.002,422.5686627333471,11365.409423834511,90,0.33,0.33,0.33,0.33,0.33,0.33,0.33,0,0,False,False,0,0,0.045,1000,2e-05,30,6.5,2500,225000,True,True,3,30,30,12,12,12,9.834939439234924,11093.2060546875,3214.046875,-469.3338928222656,eta_4_x,0.0,36.668690158080906,11093.2060546875,2066.599609375,-469.3338928222656,eta_3_top,0.0
1667,1296,4588.019117391368,11365.409423834511,512.9928573735509,1133.0308431015137,4744.880285703424,18.416615396867726,11.05270344480222,20.59200652668164,233.43941045666276,14.403992366587817,14.932246923890307,438.72057984278666,34.84056962799866,391.2672803086547,0.8720580879239558,13.243216454712169,-0.002,422.5686627333471,11365.409423834511,90,0.33,0.33,0.33,0.33,0.33,0.33,0.33,0,0,False,False,0,0,0.045,1000,2e-05,30,6.5,2500,225000,True,True,3,30,30,12,12,12,9.834939439234924,11093.2060546875,3214.046875,-469.3338928222656,eta_4_x,0.0,36.668690158080906,11093.2060546875,2066.599609375,-469.3338928222656,eta_3_top,0.0
1668,1297,16711.470019558325,6514.689364218128,347.0808770718926,224.45115613076587,4078.8638014764833,15.50351891774871,28.85600048198724,14.374431371557511,225.2272285308765,12.466986877712284,27.157942548986597,279.55190245595213,39.79352102506541,302.3220324216573,0.3059445051297205,43.275855869031446,-0.002,326.50779501538995,6514.689364218128,90,0.33,0.33,0.33,0.33,0.33,0.33,0.33,0,0,False,False,0,0,0.045,1000,2e-05,30,6.5,2500,225000,True,True,3,30,30,12,12,12,0.0,,,,,,0.0,,,,,
1669,1298,10121.164738662002,17095.031842601446,968.7801621370572,1150.2150809643654,3377.576604427927,28.29777726094793,27.27916213100637,26.9290173277578,205.2891761444663,14.741956682398142,11.40471344938648,484.1722246891936,46.79660794987129,315.1798156036468,0.5541827410600954,-6.427037077904274,-0.002,340.39420085193854,17095.031842601446,90,0.33,0.33,0.33,0.33,0.33,0.33,0.33,0,0,False,False,0,0,0.045,1000,2e-05,30,6.5,2500,225000,True,True,3,30,30,12,12,12,3.2831396514686624,9058.12109375,534.51171875,-1204.32275390625,eta_4_x,0.0,20.485141671394004,9058.12109375,4807.75830078125,-920.9391479492188,eta_3_top,0.0
1670,1298,10121.164738662002,17095.031842601446,968.7801621370572,1150.2150809643654,3377.576604427927,28.29777726094793,27.27916213100637,26.9290173277578,205.2891761444663,14.741956682398142,11.40471344938648,484.1722246891936,46.79660794987129,315.1798156036468,0.5541827410600954,-6.427037077904274,-0.002,340.39420085193854,17095.031842601446,90,0.33,0.33,0.33,0.33,0.33,0.33,0.33,0,0,False,False,0,0,0.045,1000,2e-05,30,6.5,2500,225000,True,True,3,30,30,12,12,12,3.2831396514686624,9058.12109375,534.51171875,-1204.32275390625,eta_4_x,0.0,20.485141671394004,9058.12109375,4807.75830078125,-920.9391479492188,eta_3_top,0.0
1671,1299,14928.705467059282,7774.363964328309,1115.6696533170389,547.0170486956698,3509.5231594337524,13.480020567069351,15.79536012513405,21.57711514878335,395.4255250942889,13.930735811160698,16.827451098572915,113.71230750879056,44.04988924964843,301.8358953829691,0.5902647729916644,-3.4187568311723595,-0.002,325.9827670136067,7774.363964328309,90,0.33,0.33,0.33,0.33,0.33,0.33,0.33,0,0,False,False,0,0,0.045,1000,2e-05,30,6.5,2500,225000,True,True,3,30,30,12,12,12,0.0,,,,,,0.0,,,,,
1672,1300,5532.406311376335,5406.543027295222,1071.353936582051,508.327673131316,3004.126564866588,18.702838878837333,22.33551138864853,14.432502503051296,275.4752010582885,27.09009829840497,13.855882428112649,433.9243800080295,43.69989324345124,328.5076950830117,0.1474175678664432,47.51450951620146,-0.002,354.78831068965263,5406.543027295222,90,0.33,0.33,0.33,0.33,0.33,0.33,0.33,0,0,False,False,0,0,0.045,1000,2e-05,30,6.5,2500,225000,True,True,3,30,30,12,12,12,7.695780483466953,3762.54931640625,4817.20166015625,-1280.8533935546875,eta_4_x,0.0,29.55209305023829,5212.31201171875,4817.20166015625,-1853.216552734375,eta_3_bot,0.0
1673,1301,8590.932132164937,7823.789915879153,710.289934904893,1195.1412086487144,4624.054070080461,11.842383095259525,28.43656756964306,12.649854868073952,126.84462075690536,14.966418299114144,28.66666840528074,338.41215628046155,33.877678444739296,427.6528928415706,0.543412057741641,-5.205143118281697,-0.002,461.8651242688963,7823.789915879153,90,0.33,0.33,0.33,0.33,0.33,0.33,0.33,0,0,False,False,0,0,0.045,1000,2e-05,30,6.5,2500,225000,True,True,3,30,30,12,12,12,5.522881500949119,4890.896484375,2706.306396484375,-662.937255859375,eta_1_x,0.0,16.191854373989916,4145.58056640625,6433.3662109375,-662.937255859375,eta_3_bot,0.0
1674,1301,8590.932132164937,7823.789915879153,710.289934904893,1195.1412086487144,4624.054070080461,11.842383095259525,28.43656756964306,12.649854868073952,126.84462075690536,14.966418299114144,28.66666840528074,338.41215628046155,33.877678444739296,427.6528928415706,0.543412057741641,-5.205143118281697,-0.002,461.8651242688963,7823.789915879153,90,0.33,0.33,0.33,0.33,0.33,0.33,0.33,0,0,False,False,0,0,0.045,1000,2e-05,30,6.5,2500,225000,True,True,3,30,30,12,12,12,5.522881500949119,4890.896484375,2706.306396484375,-662.937255859375,eta_1_x,0.0,16.191854373989916,4145.58056640625,6433.3662109375,-662.937255859375,eta_3_bot,0.0
1675,1302,14885.22153534714,9091.601985120978,285.90345894853465,769.7582690995732,3564.7403188450185,12.15661266341126,13.354870991667262,20.78253785890024,180.4837160502737,23.73342752406137,15.770836402631469,452.0672237468109,42.52485492844097,436.07342893267423,0.4191147872399677,26.83131767945893,-0.002,470.9593032472882,9091.601985120978,90,0.33,0.33,0.33,0.33,0.33,0.33,0.33,0,0,False,False,0,0,0.045,1000,2e-05,30,6.5,2500,225000,True,True,3,30,30,12,12,12,0.0,,,,,,0.0,,,,,
1676,1302,14885.22153534714,9091.601985120978,285.90345894853465,769.7582690995732,3564.7403188450185,12.15661266341126,13.354870991667262,20.78253785890024,180.4837160502737,23.73342752406137,15.770836402631469,452.0672237468109,42.52485492844097,436.07342893267423,0.4191147872399677,26.83131767945893,-0.002,470.9593032472882,9091.601985120978,90,0.33,0.33,0.33,0.33,0.33,0.33,0.33,0,0,False,False,0,0,0.045,1000,2e-05,30,6.5,2500,225000,True,True,3,30,30,12,12,12,0.0,,,,,,0.0,,,,,
1677,1303,14626.686295584175,4031.80776769972,359.8844755776556,255.570361535747,3498.747750637972,23.815253263393625,29.113826513528306,25.441852949993205,293.06237342057824,21.919682432459545,24.584227279086523,400.1310147166436,32.36959014538593,395.37553018151726,0.1412526998686631,42.4477809181179,-0.002,427.0055725960387,4031.80776769972,90,0.33,0.33,0.33,0.33,0.33,0.33,0.33,0,0,False,False,0,0,0.045,1000,2e-05,30,6.5,2500,225000,True,True,3,30,30,12,12,12,0.0,,,,,,0.0,,,,,
1678,1304,2305.077452107185,15363.666062924513,731.6596975252596,1192.448266182064,2599.6204778534125,12.540465750815631,11.183133007297137,21.99533224156133,438.70195373112375,14.63775717518146,28.49039688313542,161.35885687416402,40.62608967683185,414.0366803609745,0.4575917924270926,-49.140098671795215,-0.002,447.1596147898525,15363.666062924513,90,0.33,0.33,0.33,0.33,0.33,0.33,0.33,0,0,False,False,0,0,0.045,1000,2e-05,30,6.5,2500,225000,True,True,3,30,30,12,12,12,32.10555264351514,7117.15283203125,1035.0374755859375,-687.3167114257812,eta_4_x,0.0,234.8908517391887,7117.15283203125,518.0308227539062,-2654.6953125,eta_3_bot,0.0
1679,1305,4111.378084935161,6721.733032687139,318.516311419086,1078.9620665186194,3641.6590229545054,13.336450521639026,13.546718657205853,10.045425240782327,132.56568761788202,21.89398434533217,18.885283543599705,301.4660477363485,40.25236199497446,360.51705623100986,0.426267038925055,-12.867133300413675,-0.002,389.35842072949066,6721.733032687139,90,0.33,0.33,0.33,0.33,0.33,0.33,0.33,0,0,False,False,0,0,0.045,1000,2e-05,30,6.5,2500,225000,True,True,3,30,30,12,12,12,6.45700323165445,2801.311279296875,2637.80322265625,-278.7017822265625,eta_4_x,0.0,15.70722818819789,2801.311279296875,2637.80322265625,-278.7017822265625,eta_3_bot,0.0
