,Unnamed: 0,ID,L,b1,t_p,t_w,h_w,d1_plate,d4_plate,d2_plate,s_plate,d1_walls,d4_walls,s_walls,fcc,fsy,s,beta,ecu,fsu,b2,alpha_l,l_sec,b_sec1_b1,b_sec2_b1,b_sec1_b2,b_sec2_b2,h_S1_3,h_S7_9,h_v,l_v,left_p,right_p,h_b,b_b,esu,h_G,gamma_E,phi_k,q_Gl,b_Bs,Q_k,withMPCs,offsetmodeling,mesh_size_factor,oo,uu,d3_plate,d2_walls,d3_walls,eta_min_s,x_s,y_s,z_s,Location_s,GP_count_s,eta_min_c,x_c,y_c,z_c,Location_c,GP_count_c,eta_min_tot,vol_plate_conc,vol_plate_steel,w_plate_steel,vol_walls_conc,vol_walls_steel,w_walls_steel,GWP,AP,ADP-minerals-metals,ADP-fossil,ODP,POCP
1455,1455,1125,7054.658105968135,4994.441874374811,431.4880341766152,881.9405339680908,3046.701938202583,22.009793286598374,16.59749735742687,28.59665360458775,265.41072772900634,29.8669235703486,23.30939304531494,109.24939438805951,49.65064648741014,371.3982246726056,0.7576067765135389,26.28370688514434,-0.002,401.1100826464141,4994.441874374811,90,0.33,0.33,0.33,0.33,0.33,0.33,0.33,0,0,False,False,0,0,0.045,1000,2e-05,30,6.5,2500,225000,True,True,3,30,30,12,12,12,2.844322193183128,4815.015625,5369.453125,-383.544921875,eta_4_x,0.0,8.94702314714847,4815.015625,2864.602783203125,-383.544921875,eta_3_top,0.0,2.844322193183128,15.203083852157436,0.17950886402878943,1409.1445826259971,26.84022986465898,0.4599359306661204,3610.497055729045,13858.422570140518,23.677037523388186,0.03677116520088267,108641.38978539023,0.00019179846357902578,5.120661449567592
1456,1456,1125,7054.658105968135,4994.441874374811,431.4880341766152,881.9405339680908,3046.701938202583,22.009793286598374,16.59749735742687,28.59665360458775,265.41072772900634,29.8669235703486,23.30939304531494,109.24939438805951,49.65064648741014,371.3982246726056,0.7576067765135389,26.28370688514434,-0.002,401.1100826464141,4994.441874374811,90,0.33,0.33,0.33,0.33,0.33,0.33,0.33,0,0,False,False,0,0,0.045,1000,2e-05,30,6.5,2500,225000,True,True,3,30,30,12,12,12,2.844322193183128,4815.015625,5369.453125,-383.544921875,eta_4_x,0.0,8.94702314714847,4815.015625,2864.602783203125,-383.544921875,eta_3_top,0.0,2.844322193183128,15.203083852157436,0.17950886402878943,1409.1445826259971,26.84022986465898,0.4599359306661204,3610.497055729045,13858.422570140518,23.677037523388186,0.03677116520088267,108641.38978539023,0.00019179846357902578,5.120661449567592
1457,1457,1126,11328.141991728362,11426.053821884698,225.5804337968346,539.2663085509786,4539.771706993794,10.59973348174327,26.21403916849233,19.08297608509909,418.73910078439474,17.63294750872438,17.594287777583332,301.24601103230395,34.03736635739751,339.8502293617613,0.2482983832401392,-12.045942597017444,-0.002,367.0382477107023,11426.053821884698,90,0.33,0.33,0.33,0.33,0.33,0.33,0.33,0,0,False,False,0,0,0.045,1000,2e-05,30,6.5,2500,225000,True,True,3,30,30,12,12,12,0.0,,,,,,0.0,,,,,,0.0,29.198220028141534,0.3174725466454055,2492.159491166433,55.94529432218044,0.3622024471380596,2843.289210033768,19958.481341157618,34.3545116869421,0.0516018407937499,141453.27024973213,0.00020518987232130315,5.5519643494658055
1458,1458,1126,11328.141991728362,11426.053821884698,225.5804337968346,539.2663085509786,4539.771706993794,10.59973348174327,26.21403916849233,19.08297608509909,418.73910078439474,17.63294750872438,17.594287777583332,301.24601103230395,34.03736635739751,339.8502293617613,0.2482983832401392,-12.045942597017444,-0.002,367.0382477107023,11426.053821884698,90,0.33,0.33,0.33,0.33,0.33,0.33,0.33,0,0,False,False,0,0,0.045,1000,2e-05,30,6.5,2500,225000,True,True,3,30,30,12,12,12,0.0,,,,,,0.0,,,,,,0.0,29.198220028141534,0.3174725466454055,2492.159491166433,55.94529432218044,0.3622024471380596,2843.289210033768,19958.481341157618,34.3545116869421,0.0516018407937499,141453.27024973213,0.00020518987232130315,5.5519643494658055
1459,1459,1127,9926.269280850764,14542.560070098376,807.8792227254744,213.00702912484672,2325.021937293837,16.659669612237487,14.723020173408765,11.719131790589527,232.6981630746384,17.900406115477054,22.53089732124485,205.8328982837577,25.99753975947111,303.83845087572973,0.240411626846255,-29.06836137009022,-0.002,328.1455269457881,14542.560070098376,90,0.33,0.33,0.33,0.33,0.33,0.33,0.33,0,0,False,False,0,0,0.045,1000,2e-05,30,6.5,2500,225000,True,True,3,30,30,12,12,12,0.0,,,,,,0.0,,,,,,0.0,116.62008616303578,0.37791107752381237,2966.601958561927,14.404289860150973,0.5309339203984386,4167.831275127743,30443.802182399788,51.829916720862116,0.08112415994336021,207060.55835669173,0.00027539815406788973,7.699812151292922
1460,1460,1128,3656.117894947114,4293.040605882456,1127.5431232781382,403.2280004042291,2393.0674629485748,20.60461667305613,20.69723814608433,14.918952191329538,363.7288496194595,23.802743838893235,21.765232615553582,458.3534697397823,28.07177667513668,330.1965610901298,0.8181514761679659,-34.60233536724372,-0.002,356.6122859773402,4293.040605882456,90,0.33,0.33,0.33,0.33,0.33,0.33,0.33,0,0,False,False,0,0,0.045,1000,2e-05,30,6.5,2500,225000,True,True,3,30,30,12,12,12,25.71587805973845,4138.8125,1945.7144775390625,-1061.217041015625,eta_1_x,0.0,32.82494644995764,4138.8125,154.1754150390625,-2897.783935546875,eta_3_bot,0.0,25.71587805973845,17.697761919269162,0.04133134054379125,324.45102326876133,8.285154588216242,0.05211819321884581,409.1278167679396,5866.514511934929,9.621688581861612,0.017173643765571935,34340.34240264412,2.9062509703088957e-05,0.9926841044982275
1461,1461,1129,3370.3016398121053,14250.007449730809,421.3923067732297,646.5013310241601,4453.4505156380055,27.582765937412585,24.00170337530201,20.122343485556712,368.6720856801657,26.00403187267201,16.116802849239185,176.61186740326937,36.69006177787395,361.4628173881618,0.5786795611404852,13.225664974479464,-0.002,390.3798427792148,14250.007449730809,90,0.33,0.33,0.33,0.33,0.33,0.33,0.33,0,0,False,False,0,0,0.045,1000,2e-05,30,6.5,2500,225000,True,True,3,30,30,12,12,12,12.131475532485162,9660.97265625,2014.896240234375,-374.5709533691406,eta_4_x,0.0,28.119837469211724,8477.818359375,269.37554931640625,-3085.2216796875,eta_3_top,0.0,12.131475532485162,20.238133931189413,0.1929429849620103,1514.6024319517808,82.05615094924981,0.6513066283071227,5112.757032210913,24033.201686352186,41.48395545809229,0.06164989904463484,172089.3597681617,0.00025466748217391476,6.840629504899685
1462,1462,1130,12722.663947516829,9103.515985913233,1161.1532738197611,648.9818648635526,3589.774826172221,22.626530359256087,10.9828961237021,11.865099571299064,335.043293729646,19.36031491578265,15.223546934654552,477.644307776065,29.148999169417905,362.8099115837729,0.6022817723288535,49.680356998341935,-0.002,391.8347045104748,9103.515985913233,90,0.33,0.33,0.33,0.33,0.33,0.33,0.33,0,0,False,False,0,0,0.045,1000,2e-05,30,6.5,2500,225000,True,True,3,30,30,12,12,12,1.8413789050344664,8776.4697265625,11026.23828125,-1103.0955810546875,eta_4_x,0.0,5.866563580092564,8776.4697265625,289.0919189453125,-2095.43798828125,eta_3_bot,0.0,1.8413789050344664,134.4859038681804,0.24906808597642704,1955.1844749149523,42.416899828609004,0.1748866714783375,1372.8603711049493,39524.22055224664,63.902588766477834,0.11958277394010454,217362.13779143797,0.0001353655686704594,5.451719248179412
1463,1463,1131,3978.2459166093854,18026.80734804942,1126.8642069697771,429.9929569164055,3865.0857584394607,22.583521972874777,15.880637756795004,28.461719222223586,185.71501496363368,16.644292980726362,21.62197667812265,372.1451541926117,30.8799780286458,413.5675669609913,0.3994867698131866,-41.234905118605774,-0.002,446.65297231787065,18026.80734804942,90,0.33,0.33,0.33,0.33,0.33,0.33,0.33,0,0,False,False,0,0,0.045,1000,2e-05,30,6.5,2500,225000,True,True,3,30,30,12,12,12,4.538866503077635,8579.8125,167.219482421875,-2920.552978515625,eta_1_x,0.0,12.705859649103346,7390.0439453125,167.219482421875,-2920.552978515625,eta_3_top,0.0,4.538866503077635,80.81314855052308,0.5205247000369364,4086.1188952899506,59.91965300602549,0.30614379759224,2403.228811099084,32405.512202791448,54.53920859869893,0.08900671197708741,210822.93870964064,0.00025178139878937025,7.349872875985869
1464,1464,1131,3978.2459166093854,18026.80734804942,1126.8642069697771,429.9929569164055,3865.0857584394607,22.583521972874777,15.880637756795004,28.461719222223586,185.71501496363368,16.644292980726362,21.62197667812265,372.1451541926117,30.8799780286458,413.5675669609913,0.3994867698131866,-41.234905118605774,-0.002,446.65297231787065,18026.80734804942,90,0.33,0.33,0.33,0.33,0.33,0.33,0.33,0,0,False,False,0,0,0.045,1000,2e-05,30,6.5,2500,225000,True,True,3,30,30,12,12,12,4.538866503077635,8579.8125,167.219482421875,-2920.552978515625,eta_1_x,0.0,12.705859649103346,7390.0439453125,167.219482421875,-2920.552978515625,eta_3_top,0.0,4.538866503077635,80.81314855052308,0.5205247000369364,4086.1188952899506,59.91965300602549,0.30614379759224,2403.228811099084,32405.512202791448,54.53920859869893,0.08900671197708741,210822.93870964064,0.00025178139878937025,7.349872875985869
1465,1465,1132,17301.77162328171,8913.602097863575,257.073718626358,366.8853916431427,2898.48473088058,21.917611165189392,29.60863751113482,16.60516069182885,117.61466856785876,26.064879692704466,24.15636788987604,350.38495000885774,25.46905465105879,339.4899112675058,0.3798131842456634,44.60080360956962,-0.002,366.6491041689063,8913.602097863575,90,0.33,0.33,0.33,0.33,0.33,0.33,0.33,0,0,False,False,0,0,0.045,1000,2e-05,30,6.5,2500,225000,True,True,3,30,30,12,12,12,0.0,,,,,,0.0,,,,,,0.0,39.6461936826016,1.8298140459834145,14364.040260969803,18.957657620941415,0.3453932086871892,2711.3366881944353,17095.3132594415,36.56252214815518,0.01414559158108224,229597.05381287498,0.0006439380197380776,14.332435132183186
1466,1466,1133,14528.649064915397,4339.478691089399,1181.7944024609153,1072.4104522062134,4873.836880878733,17.951244024953933,24.261615536908625,21.377030445676148,423.4112204103088,18.14283460521002,21.790005113684416,285.7962109572872,26.42585681733952,434.3925020080806,0.6753303892523858,-33.84110639186751,-0.002,469.1439021687271,4339.478691089399,90,0.33,0.33,0.33,0.33,0.33,0.33,0.33,0,0,False,False,0,0,0.045,1000,2e-05,30,6.5,2500,225000,True,True,3,30,30,12,12,12,1.8866149905101337,302.6231384277344,6244.70068359375,-1142.4012451171875,eta_1_x,0.0,7.467547298013913,302.6231384277344,4923.9775390625,-1142.4012451171875,eta_3_top,0.0,1.8866149905101337,74.50831163919852,0.1768068894382594,1387.9340820903362,45.36277185786918,0.19325389474182775,1517.0430737233478,26944.817648261236,43.92729523290158,0.0799942341816508,153698.3223127647,0.00011609938629200872,4.2037793202006615
1467,1467,1133,14528.649064915397,4339.478691089399,1181.7944024609153,1072.4104522062134,4873.836880878733,17.951244024953933,24.261615536908625,21.377030445676148,423.4112204103088,18.14283460521002,21.790005113684416,285.7962109572872,26.42585681733952,434.3925020080806,0.6753303892523858,-33.84110639186751,-0.002,469.1439021687271,4339.478691089399,90,0.33,0.33,0.33,0.33,0.33,0.33,0.33,0,0,False,False,0,0,0.045,1000,2e-05,30,6.5,2500,225000,True,True,3,30,30,12,12,12,1.8866149905101337,302.6231384277344,6244.70068359375,-1142.4012451171875,eta_1_x,0.0,7.467547298013913,302.6231384277344,4923.9775390625,-1142.4012451171875,eta_3_top,0.0,1.8866149905101337,74.50831163919852,0.1768068894382594,1387.9340820903362,45.36277185786918,0.19325389474182775,1517.0430737233478,26944.817648261236,43.92729523290158,0.0799942341816508,153698.3223127647,0.00011609938629200872,4.2037793202006615
1468,1468,1134,8527.70487196877,5094.473487454014,975.0003451495444,293.4555091054412,3961.436336062347,14.90695995664309,28.175118745076883,28.41780538912549,323.9170141704086,13.287090419249846,14.580346817817716,493.8741331801268,38.14457861207486,356.4446626688672,0.1506199460519939,26.4477059387724,-0.002,384.9602356823766,5094.473487454014,90,0.33,0.33,0.33,0.33,0.33,0.33,0.33,0,0,False,False,0,0,0.045,1000,2e-05,30,6.5,2500,225000,True,True,3,30,30,12,12,12,0.0,,,,,,0.0,,,,,,0.0,42.35807721433462,0.2072670363905484,1627.046235665805,11.844705030801283,0.06477269973380345,508.4656929103571,16021.30807384325,25.479015053692073,0.051609463998515195,97283.70635341086,8.427481745370996e-05,3.049531888612911
1469,1469,1135,10175.10250137865,12988.573662868224,350.2851860849986,903.4528940733256,2096.863588791535,13.94177603752258,19.95526252840167,15.802189681445306,356.5349264231944,29.06554936907768,16.913821112228547,208.7240421989072,28.50795151761088,399.8534318536784,0.6711286700741905,-45.12246994993577,-0.002,431.8417064019727,12988.573662868224,90,0.33,0.33,0.33,0.33,0.33,0.33,0.33,0,0,False,False,0,0,0.045,1000,2e-05,30,6.5,2500,225000,True,True,3,30,30,12,12,12,1.6644758638244364,2752.895263671875,4332.48828125,-303.5805053710937,eta_1_x,0.0,0.2842786611332843,3610.140380859375,4332.48828125,-303.5805053710937,eta_3_top,202.0,0.2842786611332843,46.29371414072751,0.2871407353956527,2254.0547728558736,49.21156191649933,0.5182354541280716,4068.148314905362,22471.923688083785,38.86056733091003,0.05734359341217805,161997.04133945444,0.0002428174651261713,6.492258082098286
1470,1470,1136,8617.148831927992,3019.8676531670385,643.9669361353353,348.3934717235159,2278.330973666121,27.44973985617805,10.076617830213843,11.748602134186289,466.9250595217852,19.765564984900102,14.182981624016133,101.82704922681133,25.95705503161713,356.0156137547148,0.5531938905796479,41.244649473588,-0.002,384.496862855092,3019.8676531670385,90,0.33,0.33,0.33,0.33,0.33,0.33,0.33,0,0,False,False,0,0,0.045,1000,2e-05,30,6.5,2500,225000,True,True,3,30,30,12,12,12,1.8747541630769509,2802.88916015625,7551.4052734375,-588.769775390625,eta_4_x,0.0,6.715979788577939,2802.88916015625,3863.852783203125,-588.769775390625,eta_3_top,0.0,1.8747541630769509,16.757725559576752,0.04977096876148889,390.7021047776878,4.794073949321002,0.17842617845438874,1400.6455008669516,5162.398299709236,9.12074409906256,0.012358713916332354,40154.29667978182,6.847221876944381e-05,1.751036640085629
1471,1471,1137,5077.401802666151,15267.38322774916,647.5608080858266,385.06908490276845,3811.575231871274,19.693606873378137,20.23780142821882,19.755083244150853,362.81546669542047,13.03154169709702,17.902303794888237,403.8968350222535,45.940785367279545,414.0051715981522,0.4304694387732709,-27.95998982254897,-0.002,447.1255853260044,15267.38322774916,90,0.33,0.33,0.33,0.33,0.33,0.33,0.33,0,0,False,False,0,0,0.045,1000,2e-05,30,6.5,2500,225000,True,True,3,30,30,12,12,12,2.7669135544749124,15047.9892578125,4546.4736328125,-2042.3125,eta_1_x,0.0,12.181537621685573,6840.59033203125,145.8594970703125,-4326.2314453125,eta_3_bot,0.0,2.7669135544749124,50.198032591924054,0.22346363975169037,1754.1895720507694,44.81648090517319,0.1977922918791123,1552.6694912510316,27975.097120975286,44.24259136139966,0.09116470893270916,166225.70963271032,0.00013135446915181747,5.003286203553547
1472,1472,1138,4399.555546797894,19847.24899120376,490.3292428885754,684.5955618876518,4050.767963036343,19.75394014950112,11.593638986776911,12.75366210280598,403.4118957859672,19.4945833469226,14.24537435721266,345.93674613106225,30.208714158151704,396.9018059368609,0.5413687345995964,-45.33702609482848,-0.002,428.6539504118098,19847.24899120376,90,0.33,0.33,0.33,0.33,0.33,0.33,0.33,0,0,False,False,0,0,0.045,1000,2e-05,30,6.5,2500,225000,True,True,3,30,30,12,12,12,7.109605192946644,9446.2470703125,3455.888916015625,-444.71722412109375,eta_4_x,0.0,24.59884127764964,9446.2470703125,2222.1015625,-444.71722412109375,eta_3_top,0.0,7.109605192946644,42.81509563436462,0.14131915726345376,1109.355384518112,110.07831160553972,0.327006314002221,2566.9995649174352,34360.391066471064,56.000631288782216,0.10207727249755594,195754.39865857028,0.0001469990579440407,5.339187535897663
1473,1473,1139,10586.174787895025,18082.15063483508,737.2143257566856,1127.6066013969062,3111.0697216840526,24.95041537522274,22.26871357930572,19.121545399277423,168.37050442424794,14.533121064256129,28.120347356739263,291.1927871085215,39.54808812589472,449.5063864133449,0.8043422453028692,-3.846933416377638,-0.002,485.46689732641255,18082.15063483508,90,0.33,0.33,0.33,0.33,0.33,0.33,0.33,0,0,False,False,0,0,0.045,1000,2e-05,30,6.5,2500,225000,True,True,3,30,30,12,12,12,4.972948886965395,15599.76953125,9128.7607421875,-689.652099609375,eta_4_x,0.0,9.79357262487488,14416.6005859375,3461.129150390625,-689.652099609375,eta_3_top,0.0,4.972948886965395,141.1181612873003,1.453722029755641,11411.717933581782,126.86663836559495,0.6014410665928641,4721.312372753983,80607.90652177806,131.34363323623182,0.24627385091861348,535983.5170972754,0.0006257589291669784,19.449172815533736
1474,1474,1140,5909.750102101378,9433.013983921695,376.2027343496962,838.6224697186663,4043.5718226768654,29.30739072367838,25.17572400072365,22.86520284203385,220.07865751933912,14.045384030928968,24.97804256825478,336.15713786289075,46.54040404695768,300.9112364098851,0.1874128242385244,1.5194543517475196,-0.002,324.9841353226759,9433.013983921695,90,0.33,0.33,0.33,0.33,0.33,0.33,0.33,0,0,False,False,0,0,0.045,1000,2e-05,30,6.5,2500,225000,True,True,3,30,30,12,12,12,5.120988524151961,219.2774353027344,4894.3046875,-329.1773986816406,eta_4_x,0.0,8.35471591998864,219.2774353027344,2353.382568359375,-329.1773986816406,eta_3_top,0.0,5.120988524151961,20.972081795525956,0.42963174826024364,3372.609223842913,63.97527037449677,0.2213844353380801,1737.867817403929,25550.686906411174,41.6307175973164,0.07807081361861512,169864.94942291442,0.00019822675079156016,6.162394050497467
1475,1475,1141,7562.998282563126,13335.31302649776,300.58365649793734,816.2938044422068,4316.533595797217,23.95409325198336,14.318370791548372,17.623601272435636,465.2422803239089,10.382782804838882,28.95357381276536,257.5090533297631,36.519901412132185,379.9637218509815,0.2722055658800727,-43.4698535154435,-0.002,410.3608195990601,13335.31302649776,90,0.33,0.33,0.33,0.33,0.33,0.33,0.33,0,0,False,False,0,0,0.045,1000,2e-05,30,6.5,2500,225000,True,True,3,30,30,12,12,12,1.7385915284546818,185.9935607910156,156.83200073242188,-254.3400115966797,eta_4_x,0.0,0.2069740669880162,185.9935607910156,3594.08056640625,-254.3400115966797,eta_3_top,185.0,0.2069740669880162,30.315349501687926,0.20999736948968473,1648.479350494025,93.97554129158912,0.5093874435424395,3998.69143180815,28598.502893195608,48.08638311407796,0.07874197277727799,185363.37984173876,0.00021921419278781468,6.425289612308037
1476,1476,1142,9109.245173373836,10444.5339281479,634.633241920524,1177.1137778058078,3916.2673276893,28.64192156058743,11.86879883034601,13.555073166516294,143.30536279336667,27.08380004955562,19.36601387982069,465.8190375419124,30.38443833307276,311.8874825285942,0.2077933664789524,42.84989437303432,-0.002,336.83848113088175,10444.5339281479,90,0.33,0.33,0.33,0.33,0.33,0.33,0.33,0,0,False,False,0,0,0.045,1000,2e-05,30,6.5,2500,225000,True,True,3,30,30,12,12,12,3.532068739896074,6529.20556640625,7655.548828125,-587.6233520507812,eta_4_x,0.0,9.446763738585217,5534.23046875,2902.566650390625,-587.6233520507812,eta_3_top,0.0,3.532068739896074,60.38016184215032,0.6721110756377786,5276.071943756562,96.29635158166232,0.24530643204039534,1925.6554915171034,36071.04104255553,60.696016485083355,0.09912670104253814,234482.23420153247,0.0002794506166680984,8.164662218204793
1477,1477,1142,9109.245173373836,10444.5339281479,634.633241920524,1177.1137778058078,3916.2673276893,28.64192156058743,11.86879883034601,13.555073166516294,143.30536279336667,27.08380004955562,19.36601387982069,465.8190375419124,30.38443833307276,311.8874825285942,0.2077933664789524,42.84989437303432,-0.002,336.83848113088175,10444.5339281479,90,0.33,0.33,0.33,0.33,0.33,0.33,0.33,0,0,False,False,0,0,0.045,1000,2e-05,30,6.5,2500,225000,True,True,3,30,30,12,12,12,3.532068739896074,6529.20556640625,7655.548828125,-587.6233520507812,eta_4_x,0.0,9.446763738585217,5534.23046875,2902.566650390625,-587.6233520507812,eta_3_top,0.0,3.532068739896074,60.38016184215032,0.6721110756377786,5276.071943756562,96.29635158166232,0.24530643204039534,1925.6554915171034,36071.04104255553,60.696016485083355,0.09912670104253814,234482.23420153247,0.0002794506166680984,8.164662218204793
1478,1478,1143,11416.163971714746,6052.037639819087,1014.084322353881,202.7877659607844,2482.281153082007,22.0786069128024,21.935696001204512,29.85376010640761,268.2723449101227,19.374226803987533,13.068860092328936,173.21743239695155,42.200876791756855,396.7048191057432,0.1647669069494233,8.890041288920472,-0.002,428.44120463420273,6052.037639819087,90,0.33,0.33,0.33,0.33,0.33,0.33,0.33,0,0,False,False,0,0,0.045,1000,2e-05,30,6.5,2500,225000,True,True,3,30,30,12,12,12,0.0,,,,,,0.0,,,,,,0.0,70.06415473630291,0.4053301814050666,3181.841924029773,6.092904018172737,0.2548482488309204,2000.5587533227251,23057.231922445128,37.901744620573524,0.06903417379307188,158214.52363749567,0.00020024679893889777,5.99584172144867
1479,1479,1144,14859.740940321628,7803.194451651018,1063.072774017774,860.0317801030254,2396.5397096752768,23.17677137696269,22.164342905746587,22.41123757681874,175.33809580930222,26.48135076757284,19.173047429964207,133.63635661092096,27.00577235967989,366.95777844375374,0.8689462512532569,-37.76403394383188,-0.002,396.3144007192541,7803.194451651018,90,0.33,0.33,0.33,0.33,0.33,0.33,0.33,0,0,False,False,0,0,0.045,1000,2e-05,30,6.5,2500,225000,True,True,3,30,30,12,12,12,3.205885805971901,544.1729125976562,382.2363586425781,-1686.8031005859375,eta_4_x,0.0,5.977081192638567,544.1729125976562,6496.912109375,-1018.778076171875,eta_3_top,0.0,3.205885805971901,123.26695368446401,0.869821698609123,6828.100334081615,32.166333047147,0.6274791275549393,4925.711151306274,36939.614070619726,64.65630880608406,0.0909905124944341,278096.74088572885,0.0004501115566182895,11.714571899242342
1480,1480,1145,5434.604183694457,9107.437027414317,1194.4602195411137,1115.30301662005,3893.0831064461954,27.316797208829623,13.939278823898409,24.51180551022177,210.2258301815878,22.49995872930904,19.40623677937769,248.7030351282085,42.83768103008914,389.0032135988477,0.7272024094957883,-14.712847214012562,-0.002,420.1234706867555,9107.437027414317,90,0.33,0.33,0.33,0.33,0.33,0.33,0.33,0,0,False,False,0,0,0.045,1000,2e-05,30,6.5,2500,225000,True,True,3,30,30,12,12,12,48.91736543629434,5375.78076171875,4018.085205078125,-1143.0855712890625,eta_4_x,0.0,89.97947211259174,8453.0634765625,509.6814880371094,-4816.05029296875,eta_3_bot,0.0,48.91736543629434,59.12018526539981,0.3116415129282016,2446.3858764863826,79.08838811297916,0.28773577163158637,2258.725807307953,40666.39018119448,64.25424068647014,0.13277615425622732,240756.17741082193,0.0001871283045128504,7.195411990951236
1481,1481,1146,9934.220939492963,15970.284583953811,574.1450414165813,512.6342146192317,4092.310402471583,29.64230375933107,25.324420755215165,25.83062091621697,495.982986566965,15.645695603051117,10.066414981386998,426.2684387496285,25.785317075406084,428.4216087524077,0.8839387655447027,-23.625953185943548,-0.002,462.6953374526003,15970.284583953811,90,0.33,0.33,0.33,0.33,0.33,0.33,0.33,0,0,False,False,0,0,0.045,1000,2e-05,30,6.5,2500,225000,True,True,3,30,30,12,12,12,1.5580163122794848,15683.4169921875,9205.4765625,-859.5311889648438,eta_4_x,0.0,2.162113589604056,13542.2041015625,5019.03466796875,-520.7362060546875,eta_3_top,0.0,1.5580163122794848,91.08945175002067,0.5856681532894602,4597.495003322262,67.00678906665897,0.25173185138439286,1976.095033367484,36224.17607680825,60.5777889425607,0.10113059000517345,229765.8854568632,0.00025597566040854635,7.694864526952342
1482,1482,1147,2886.8479155942623,9695.549580768948,748.7849555298136,669.2127077370892,2240.248109645732,26.737453459752324,17.092031871417355,24.911518043789016,115.71277671317372,13.465276160679329,25.44619148465814,119.5755759057957,49.38032639665079,418.300249898392,0.6090491126154826,17.074268534062853,-0.002,451.76426989026334,9695.549580768948,90,0.33,0.33,0.33,0.33,0.33,0.33,0.33,0,0,False,False,0,0,0.045,1000,2e-05,30,6.5,2500,225000,True,True,3,30,30,12,12,12,134.4896960520163,9347.2353515625,2062.9833984375,-695.30029296875,eta_4_x,0.0,129.38886358780522,6060.99267578125,286.8054504394531,-2832.804443359375,eta_3_bot,0.0,129.38886358780522,20.958174242462228,0.33656867124138945,2642.0640692449074,29.07118440779769,0.3423798107617315,2687.6815144795924,16329.613539615737,27.554431430216773,0.04478165300755667,122930.08410171475,0.00020409943428209256,5.5887732361501845
1483,1483,1147,2886.8479155942623,9695.549580768948,748.7849555298136,669.2127077370892,2240.248109645732,26.737453459752324,17.092031871417355,24.911518043789016,115.71277671317372,13.465276160679329,25.44619148465814,119.5755759057957,49.38032639665079,418.300249898392,0.6090491126154826,17.074268534062853,-0.002,451.76426989026334,9695.549580768948,90,0.33,0.33,0.33,0.33,0.33,0.33,0.33,0,0,False,False,0,0,0.045,1000,2e-05,30,6.5,2500,225000,True,True,3,30,30,12,12,12,134.4896960520163,9347.2353515625,2062.9833984375,-695.30029296875,eta_4_x,0.0,129.38886358780522,6060.99267578125,286.8054504394531,-2832.804443359375,eta_3_bot,0.0,129.38886358780522,20.958174242462228,0.33656867124138945,2642.0640692449074,29.07118440779769,0.3423798107617315,2687.6815144795924,16329.613539615737,27.554431430216773,0.04478165300755667,122930.08410171475,0.00020409943428209256,5.5887732361501845
1484,1484,1148,10414.062456379595,7681.656019281322,1177.5916224875457,270.64230988036365,3037.23769691108,15.746154942806054,19.23914711679402,15.809979869702913,447.09587929909696,14.786849059962458,27.84214565386836,141.62870046099556,46.546929014368,441.8619441960585,0.1845850378655012,7.40173732574123,-0.002,477.2108997317432,7681.656019281322,90,0.33,0.33,0.33,0.33,0.33,0.33,0.33,0,0,False,False,0,0,0.045,1000,2e-05,30,6.5,2500,225000,True,True,3,30,30,12,12,12,0.0,,,,,,0.0,,,,,,0.0,94.20408618555088,0.1422206404271312,1116.43202735298,12.628719710901766,0.512694626066285,4024.6528146203373,31811.248368983477,51.11691889006687,0.10023526218901868,200940.065530395,0.00020106177761740704,6.7415002543783595
1485,1485,1149,7621.337198537385,9989.941895208149,702.1526652132826,214.85893101887936,2796.5001523818464,28.434282499431383,27.57043621130889,11.189517430462413,231.633741345826,16.977277033445624,10.348110806593798,245.2274848897342,31.47518368969951,389.0326296050977,0.6763175549101164,-42.25529294418471,-0.002,420.1552399735056,9989.941895208149,90,0.33,0.33,0.33,0.33,0.33,0.33,0.33,0,0,False,False,0,0,0.045,1000,2e-05,30,6.5,2500,225000,True,True,3,30,30,12,12,12,1.7590926934488915,2081.67529296875,7339.97412109375,-799.6629638671875,eta_4_x,0.0,2.7742632295253618,433.3351745605469,7339.97412109375,-1066.0650634765625,eta_3_bot,0.0,1.7590926934488915,53.45959790353096,0.47445008655352117,3724.4331794451414,12.004973781150367,0.2111954987086997,1657.8846648632925,15666.24238586969,27.647834251574203,0.03763420530230479,121388.58080802253,0.00020577524159743767,5.272598002584724
1486,1486,1150,8530.4603157407,18036.03723356777,571.2113605935406,614.0957281616779,4959.740479293261,23.98439464640938,16.41213838496996,12.733809172765708,209.08948717709256,27.72782775892642,23.50367531256424,249.3866470568063,47.65831441660508,364.44916045860566,0.4957074071954598,39.5670126826175,-0.002,393.6050932952941,18036.03723356777,90,0.33,0.33,0.33,0.33,0.33,0.33,0.33,0,0,False,False,0,0,0.045,1000,2e-05,30,6.5,2500,225000,True,True,3,30,30,12,12,12,3.315308924769705,12227.759765625,7640.33203125,-523.6104125976562,eta_4_x,0.0,9.185521510350766,11589.3388671875,2896.797119140625,-523.6104125976562,eta_3_top,0.0,3.315308924769705,87.88412366019698,0.6650522903795341,5220.660479479342,109.86671708092783,1.0235418978033275,8034.803897756121,62588.92852359509,101.38644275643985,0.18946387500641354,408837.1942583384,0.0005137608495440155,15.964787507192407
